wavelength[nm] mua[mm-1] std_mua[mm-1] rmus[mm-1] std_rmus[mm-1]
369.27 0.981211084928248 0.13856382852421 8.782505095887 1.36586987923195
373.720602006689 0.971676870368929 0.135509259857472 8.66775979753855 1.34160731195476
378.171204013378 0.96145616689768 0.132197053742928 8.53976612967867 1.31868680811904
382.621806020067 0.950341438222158 0.12887555268263 8.38367396664708 1.28558748281123
387.072408026756 0.939890046798313 0.125714294787742 8.21865439863163 1.25277967786834
391.523010033445 0.929699721331313 0.122880704539592 8.03472938833669 1.2103461402086
395.973612040134 0.92096085718459 0.120318003112793 7.84948382499816 1.16716159192188
400.424214046823 0.912315826793539 0.118087993563166 7.65658122230409 1.11671609147516
404.874816053512 0.903893513479647 0.115986208706761 7.46764919832262 1.06557938978746
409.325418060201 0.893297976559784 0.113993220480565 7.27993014040605 1.011994408668
413.77602006689 0.879859961164641 0.11171448930833 7.09668145337504 0.958905482387957
418.226622073579 0.861149901725666 0.108971234074078 6.92064910044314 0.909568450306446
422.677224080268 0.836835030938508 0.105350930985626 6.74671234586009 0.861878524348525
427.127826086956 0.805059412416708 0.100844882137509 6.58460708039365 0.823029488585073
431.578428093645 0.767589571620168 0.0955334620335428 6.42271608435547 0.785918700739062
436.029030100334 0.724543673317796 0.0898145316774407 6.27650233671881 0.758853214945484
440.479632107023 0.678797661072924 0.0842422019415028 6.1309942917921 0.732177720643392
444.930234113712 0.63189896215543 0.0791107229032698 6.00151081751015 0.712863625881185
449.380836120401 0.586435885117886 0.0747262461966232 5.87403953901869 0.692471410052437
453.83143812709 0.544175676569182 0.070828988756027 5.75785696155147 0.675037606942814
458.282040133779 0.506105750745597 0.0673376045725676 5.6440808694529 0.656189335105129
462.732642140468 0.473434139564188 0.0639485730877297 5.53392914954 0.636583755482214
467.183244147157 0.445264336335336 0.0606372565649336 5.42545267017597 0.616268695510097
471.633846153846 0.422334271548738 0.0574302492777567 5.31477327348551 0.593584297014637
476.084448160535 0.402551115143292 0.0543696460069641 5.20490779311424 0.571100722691733
480.535050167224 0.386674811334334 0.0516045509367737 5.09214994006663 0.547155952903305
484.985652173913 0.372324045530883 0.0491023567006685 4.97999493658269 0.524043682683386
489.436254180602 0.360528056628967 0.0469522103994996 4.86862978374401 0.501792064327483
493.886856187291 0.349177734761083 0.0450666275565161 4.75828866420056 0.480508069277649
498.33745819398 0.339429206853222 0.0434535823447026 4.65325029019019 0.461775190101936
502.788060200669 0.329651256400833 0.0420214441670943 4.54993468078699 0.443708712296918
507.238662207358 0.320878660376682 0.0407383644901717 4.45425953398821 0.428380696455216
511.689264214047 0.31202355312774 0.039542206719684 4.36099288948311 0.413459549566804
516.139866220736 0.303862174681368 0.0384145523079566 4.27501462216466 0.400663072786517
520.590468227425 0.295827136304839 0.0373381841663417 4.19180675139759 0.388337776078958
525.041070234114 0.288372340472977 0.0363215936032668 4.1142529981274 0.377600972087303
529.491672240803 0.281285750700539 0.0353778994485598 4.03921743501632 0.36753377405265
533.942274247492 0.27464662857764 0.0345165339868028 3.96854546737238 0.358876996990031
538.392876254181 0.268371388281648 0.0337503804847348 3.89965781697498 0.350902534912385
542.84347826087 0.262206463603318 0.0330629319599454 3.83488114382645 0.344230051569896
547.294080267558 0.256092745869102 0.0324444828407384 3.7713071380283 0.33793933362894
551.744682274247 0.249654446839863 0.0318512937290884 3.71226166914549 0.332607280457307
556.195284280936 0.242917618091786 0.0312590144735095 3.65447111244528 0.327276219711736
560.645886287625 0.235648394012793 0.0306263535209573 3.60140364938415 0.32248958983767
565.096488294314 0.22801992629924 0.0299476840617203 3.54998563739738 0.317590191796494
569.547090301003 0.220055843458178 0.0292109096767658 3.50263366655381 0.313055358087273
573.997692307692 0.211995009808061 0.0284423488663574 3.45694075486513 0.30858921597501
578.448294314381 0.204040510674118 0.0276516665305929 3.41401517655535 0.304528358825827
582.89889632107 0.196329912115051 0.0268796744680266 3.372156648826 0.300727260001982
587.349498327759 0.189119792963315 0.026137077034518 3.33200471485035 0.297355075333844
591.800100334448 0.182353441437685 0.0254587466968402 3.29231768458936 0.294215199115105
596.250702341137 0.176299225416997 0.0248455302807342 3.25418069649792 0.291382623663983
600.701304347826 0.170737552104047 0.0243165810077412 3.21652361497558 0.288607087790739
605.151906354515 0.165966994626545 0.02386200784028 3.18089909333892 0.285983530754238
609.602508361204 0.161674741289093 0.0234849189180193 3.14623055694838 0.283317823628455
614.053110367893 0.158177252850589 0.0231683389186048 3.11381623954439 0.280757478702918
618.503712374582 0.15510464762664 0.0229067124643073 3.08256278237495 0.278196894924479
622.954314381271 0.152741351971202 0.0226825875916939 3.05300732549613 0.275770358587203
627.40491638796 0.150690810682318 0.0224917207194887 3.02417343118842 0.273401368008263
631.855518394649 0.149187103413052 0.0223202170832004 2.99613173043905 0.27115972157843
636.306120401338 0.147875001564916 0.0221707659213989 2.96816768011246 0.268958291812162
640.756722408027 0.146973207119278 0.0220379909349161 2.9405863238852 0.266840926728365
645.207324414716 0.146235705656857 0.0219389265877029 2.91293553919073 0.264749472661984
649.657926421405 0.145888633979286 0.021883988280456 2.88606189610282 0.262772458043478
654.108528428094 0.145786673976518 0.0219033511600024 2.85961190013927 0.260918433023701
658.559130434783 0.146118206072917 0.0220122865970192 2.83461174866317 0.259304477759212
663.009732441472 0.146752055464949 0.0222318352278028 2.81062185689306 0.257950531743137
667.46033444816 0.147764773713954 0.0225557940584576 2.78826784369717 0.256908994692578
671.910936454849 0.148966098251901 0.0229720502778687 2.76697637321362 0.256128340022974
